User-ID,Age,total_ratings,explicit_ratings,avg_rating,rating_std,unique_books,author_diversity,avg_book_year,recency_score,explicit_ratio,exploration_score,tags,book_history,review_history
424,29.0,11.0,4.0,2.5454545454545454,3.559877423834601,11.0,1.0,1999.5454545454545,24.454545454545496,0.36363636363636365,0.6440122576165399,Fiction|Literary|Family Life,014023828X|0345424719|0375726403|0385503857|0425156842|0440226104|0452277337|0553802488|0671021001|0767903579|0805063897,"[0, 0, 0, 0, 7, 0, 7, 0, 6, 0, 8]"
446,,12.0,5.0,2.8333333333333335,3.88079966767238,12.0,0.9166666666666666,1996.4166666666667,27.583333333333258,0.4166666666666667,0.5609266971300318,Fiction|Mystery & Detective|Police Procedural,0060915544|0060917016|0060925000|0060932759|0061000280|0312195516|0380792664|0399137807|039914739X|0451203046|0451410556|081296666X,"[0, 0, 8, 8, 10, 0, 0, 0, 3, 0, 0, 5]"
476,,6.0,2.0,2.1666666666666665,3.488074922742725,6.0,1.0,1994.6666666666667,29.333333333333258,0.3333333333333333,0.6511925077257275,Fiction|Mystery & Detective|Women Sleuths,0312288115|0380710218|0515118656|0553289063|0671000306|0671673688,"[5, 0, 8, 0, 0, 0]"
486,31.0,5.0,3.0,4.6,4.219004621945797,5.0,1.0,2001.0,23.0,0.6,0.5780995378054203,Fiction|Literary|Southern,0060976845|0156027321|0385721420|0451202341|0743418190,"[8, 0, 0, 8, 7]"
487,,21.0,4.0,1.3333333333333333,2.8343135559308417,21.0,0.8571428571428571,1998.7619047619048,25.238095238095184,0.19047619047619047,0.6142016952059278,Fiction|Literary|Romance,0060913509|0060923245|0140286276|0312980388|0345441133|0373484100|0380732688|0385335407|0385424728|0385490992|039914739X|0425181111|0440225078|0449907481|0515127833|0515134279|0553107305|0553272837|0671888587|080213825X|0971880107,"[0, 0, 0, 0, 7, 0, 0, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
503,40.0,16.0,9.0,5.1875,4.805812452992036,16.0,1.0,1995.625,28.375,0.5625,0.5194187547007963,Fiction|Biography & Autobiography|Ethnic & Regional,0060987103|0140179836|0312976275|0345348656|0373076746|0380813815|0385496095|0439099404|0440241006|0515131679|0553298836|0671877445|068484267X|0691017840|1558743669|1573225789,"[0, 10, 0, 8, 7, 0, 10, 10, 10, 8, 0, 0, 10, 0, 10, 0]"
505,51.0,9.0,6.0,5.333333333333333,4.06201920231798,9.0,1.0,1994.3333333333333,29.666666666666742,0.6666666666666666,0.593798079768202,Fiction|Fantasy|LGBTQ+,006017143X|0345313860|0345353625|0345369947|0385306032|042517736X|067170124X|0671868713|0805056491,"[9, 7, 0, 0, 8, 7, 0, 8, 9]"
507,,84.0,27.0,2.630952380952381,3.9140764252586266,84.0,0.6666666666666666,1996.845238095238,27.154761904761926,0.32142857142857145,0.4057282383160915,Fiction|Mystery & Detective|Juvenile Fiction,0020427859|0060392452|0060558865|0060934417|0060938455|0061094560|0064400026|0140230165|014029628X|0142001740|0307001164|0307118703|0307119424|0312986769|0312990456|0316666009|0345348036|0345369068|0345379454|0345404769|0345413369|0345413377|0345447409|0380724332|0394825985|0425168948|0425188787|0439061644|043912042X|0440236061|0446360589|0446394521|0449000265|0449209121|0451184718|0553292722|0553297341|0553298860|055356160X|0553564528|0553569910|0553571842|0553575538|0553576801|0553576925|055357695X|0553578693|0553580523|0553582135|0553582526|0553583441|0553583468|0590442988|067151699X|0671885634|0679833692|0679893105|0684196387|068484267X|068815252X|0688169678|0689710879|0689710887|0689710895|0689711522|0743206053|0743260244|0743439775|0743460529|0743474325|0767912918|0786817070|080411952X|0812502124|0812519655|0812524853|0812533534|0812533593|0821769340|0821769367|0821772953|1400077826|1557733856|193072229X,"[9, 0, 8, 0, 0, 0, 0, 7, 0, 10, 0, 0, 0, 9, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 0, 0, 7, 0, 7, 7, 7, 0, 7, 0, 7, 0, 0, 7, 7, 0, 0, 0, 0, 9, 0, 0, 0, 0, 10, 10, 10, 10, 0, 10, 0, 0, 0, 7, 0, 0, 0, 0, 0, 10, 0, 0, 0, 8, 0, 7, 0]"
595,17.0,5.0,4.0,7.4,4.159326868617084,5.0,1.0,1999.2,24.799999999999955,0.8,0.5840673131382916,Fiction|Romance|Contemporary,0060083298|0140293248|0446610399|0446672211|0684801221,"[9, 9, 9, 10, 0]"
619,,7.0,4.0,4.285714285714286,4.111540089159037,7.0,1.0,2000.142857142857,23.85714285714289,0.5714285714285714,0.5888459910840963,Fiction|Religion|Spirituality,0062517856|015600710X|0316735027|0425169626|0449911683|0451184718|193156146X,"[7, 8, 6, 0, 0, 0, 9]"
626,41.0,3.0,0.0,0.0,0.0,3.0,1.0,1997.3333333333333,26.666666666666742,0.0,1.0,Fiction|Classics|Literary,0140620249|0140620427|0971880107,"[0, 0, 0]"
638,20.0,56.0,39.0,6.464285714285714,4.365002491780131,56.0,0.7321428571428571,1998.5535714285713,25.44642857142867,0.6964285714285714,0.4125623175660975,Fiction|Literary|Romance,0060191929|0060192631|0151001006|0316603287|0316666343|0316693006|0316693200|0316769487|0316776963|0316779423|0316779490|0316789089|0316969443|0345339711|0345452550|0374172897|0385420161|0385470819|0385504209|0385505833|039304016X|0394574745|0399147128|039914739X|0425184129|0446520802|0446523569|0446525502|0446525537|0446527793|0446531332|0451197275|0553109839|0609605925|0609606727|0670031046|0670892963|0671042556|0679442790|0679450440|067972768X|0679732241|0679746048|0684864320|0684864843|0684867818|0684868911|0684874318|0688180639|0743206045|0743230051|0743406176|080411868X|1558747028|1558747346|1570717257,"[9, 0, 10, 9, 10, 10, 9, 10, 10, 10, 9, 10, 10, 10, 0, 0, 9, 9, 10, 10, 0, 8, 0, 0, 9, 0, 10, 9, 9, 10, 10, 0, 0, 8, 8, 0, 7, 9, 10, 0, 10, 9, 7, 0, 0, 0, 0, 10, 9, 0, 9, 10, 0, 10, 8, 9]"
643,23.0,10.0,8.0,6.1,3.8715486421958962,10.0,1.0,1997.8,26.200000000000045,0.8,0.6128451357804103,Fiction|Mystery & Detective|Police Procedural,0061092606|0140253580|0140366660|0140622063|0671894455|0743222229|0767908473|1853260002|2253049417|2253063339,"[8, 0, 9, 8, 7, 8, 0, 2, 9, 10]"
651,26.0,14.0,10.0,4.857142857142857,3.347953286530624,14.0,0.9285714285714286,1995.0,29.0,0.7142857142857143,0.6176900519650135,Fiction|Humor|Literary,0060934719|0316776963|0345370740|0345395379|0345403339|0425142485|0440117291|0446300101|0451181379|0679801146|0786886463|0786889160|156341029X|1563899388,"[8, 0, 7, 0, 7, 6, 0, 8, 0, 4, 7, 7, 8, 6]"
709,14.0,7.0,7.0,8.285714285714286,2.5634797778466227,7.0,0.8571428571428571,1997.857142857143,26.14285714285711,1.0,0.6374160190417181,Juvenile Fiction|Action & Adventure|Fantasy & Magic,0064405052|015216250X|0152162577|0316666343|0345391802|0440219078|0590897985,"[9, 10, 10, 3, 7, 10, 9]"
728,,7.0,1.0,0.7142857142857143,1.889822365046136,7.0,0.7142857142857143,1993.7142857142858,30.28571428571422,0.14285714285714285,0.5792984024967045,Fiction|Thrillers|Action & Adventure,0380002450|0385493800|039914563X|0425134350|0425161722|0440211727|067175145X,"[0, 0, 0, 0, 0, 0, 5]"
735,29.0,16.0,8.0,3.75,4.0579140782755205,16.0,1.0,1997.625,26.375,0.5,0.5942085921724479,Fiction|Thrillers|Historical,0345404777|0380759497|038533334X|0440120470|0440130913|0440222818|0440224675|0440224829|0440225701|044661162X|0449001954|0451185277|0451204050|0515122408|0515134368|0671742566,"[0, 0, 4, 6, 0, 7, 0, 9, 0, 9, 8, 8, 0, 0, 9, 0]"
741,16.0,25.0,4.0,1.16,2.9676028485406647,25.0,0.84,1998.12,25.88000000000011,0.16,0.5907213607225842,Fiction|Mystery & Detective|Thrillers,0060085444|0064472779|0140065172|0312422156|0312971346|0345384350|0373196741|0380723638|0380817144|0399143165|0425124347|0425147517|0425155404|0425166619|044022165X|0446364762|0451526503|0515118656|0553561618|0553581279|0590431250|0590514776|068983571X|0765341972|1551668785,"[0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 6, 0, 0, 0]"
746,36.0,5.0,3.0,4.2,4.024922359499621,5.0,1.0,1993.0,31.0,0.6,0.5975077640500379,Fiction|FICTION_ACTION & ADVENTURE|FICTION_ROMANCE_FANTASY,0345348036|0375821813|0394820371|0449134482|0812516826,"[0, 8, 8, 0, 5]"
776,23.0,5.0,4.0,6.4,3.646916505762094,5.0,0.8,1994.8,29.200000000000045,0.8,0.5082466795390325,Fiction|Literary|Literature & Fiction,0060529709|0140274154|0375704027|0679743464|0876850867,"[7, 9, 8, 0, 8]"
805,34.0,32.0,18.0,4.78125,4.433991684483014,32.0,0.96875,1991.5625,32.4375,0.5625,0.539207055565708,Fiction|Literary|Classics,0060256672|0060928336|0060972777|0140042393|0140070206|0140077022|014016930X|0140253602|0156001942|0156027321|0312195516|0312420145|0316777730|0345418018|0375401318|0375501851|038001503X|0394800133|039592720X|0440215625|0452282152|055326382X|0553268449|0553273604|0553273914|0671003755|0671789422|0679732764|0684801469|0684844729|0805019367|0877733759,"[10, 7, 0, 0, 9, 10, 10, 4, 0, 9, 0, 0, 7, 0, 0, 8, 10, 0, 9, 8, 8, 0, 8, 0, 0, 8, 0, 10, 0, 8, 0, 10]"
819,,7.0,4.0,3.142857142857143,3.0237157840738176,7.0,0.7142857142857143,1993.142857142857,30.85714285714289,0.5714285714285714,0.4983060154232988,Fiction|Fantasy|Horror,0345384466|0345422392|0446364193|0446601241|0446604801|0451124340|0671726889,"[5, 0, 7, 0, 0, 5, 5]"
834,17.0,7.0,6.0,3.5714285714285716,2.29906813420444,7.0,1.0,1999.2857142857142,24.71428571428578,0.8571428571428571,0.7700931865795559,Fiction|Humorous|Romance,0141001771|0373250177|0449005569|0451523369|0671027344|0786884622|1558747346,"[5, 2, 3, 0, 7, 3, 5]"
843,25.0,6.0,4.0,5.333333333333333,4.1311822359545785,6.0,0.8333333333333334,2000.3333333333333,23.666666666666742,0.6666666666666666,0.4890681470037852,Fiction|Literary|Historical,006019491X|0066211611|0375420673|0449005615|0684819066|0786927089,"[8, 8, 0, 0, 8, 8]"
853,24.0,5.0,3.0,4.4,4.277849927241487,5.0,1.0,1993.6,30.40000000000009,0.6,0.5722150072758513,Fiction|Fantasy|Epic,0140042520|0345358791|0345375211|034537522X|0380789035,"[8, 5, 9, 0, 0]"
876,33.0,9.0,0.0,0.0,0.0,9.0,0.8888888888888888,1987.888888888889,36.111111111111086,0.0,0.8888888888888888,Fiction|Fantasy|Thrillers,034531011X|0345310292|034531042X|0345316991|0345370775|0440206154|0451130448|0679734058|0812551389,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
882,23.0,79.0,29.0,3.1012658227848102,4.277535045964903,79.0,0.7848101265822784,1993.7974683544303,30.202531645569707,0.3670886075949367,0.44910484449389365,Fiction|Romance|Historical,0020418809|0060502258|0060915544|0064401847|0064402967|0070212570|0312169787|0312195516|0312274920|0312421001|0312950586|0345416260|0373218400|0373484224|0373484410|0375507507|0375707972|0375724370|0380018179|0380599236|0380789019|0385315279|0385491085|0385492081|0385504209|0394557433|0394743180|0425179672|0425195899|0440215234|0440221595|044022425X|0440226430|0440235162|0440514428|0446344109|0446605239|0446606812|0446610399|0446611867|0449212602|0449700712|051509465X|051512768X|0515130389|0515134368|0515135062|0517556278|0517580497|0553205587|0553250426|0553250531|0553255851|0553258001|0553258656|0553272586|0553278223|0553280589|0553561278|0553569058|0553569074|0553571656|0553572997|0553801945|067081976X|0670869902|067101420X|0671641778|0671644475|0671689711|0671708635|0679429220|0679457313|067976402X|068416325X|0684874350|0743457943|0786866276|0804114986,"[10, 0, 0, 10, 5, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 10, 10, 10, 9, 0, 0, 0, 0, 10, 0, 9, 0, 0, 0, 0, 0, 9, 9, 0, 0, 6, 6, 8, 0, 9, 10, 0, 0, 0, 10, 5, 0, 10, 0, 0, 0, 0, 10, 0, 0, 0, 4, 10, 0, 0, 0, 9, 0, 10, 0, 0, 5, 0, 0]"
901,21.0,9.0,1.0,0.8888888888888888,2.6666666666666665,9.0,1.0,1993.111111111111,30.888888888888914,0.1111111111111111,0.7333333333333334,Fiction|Literary|Classics,0140304770|0140431268|0192860925|0349103232|0375751513|0380817705|0451197003|0679745653|0971880107,"[0, 8, 0, 0, 0, 0, 0, 0, 0]"
929,36.0,33.0,13.0,2.727272727272727,3.5643436218391535,33.0,0.9090909090909091,1990.878787878788,33.12121212121201,0.3939393939393939,0.5850596707418951,Fiction|Literary|Historical,0140099832|0140390693|0312140940|0316107417|0316929190|0345285549|0345301870|0345307674|0345313097|0345368940|0375724575|0380754843|0385314744|0439404371|0440211727|0440224624|0449221164|0451139712|0451169530|055321313X|0553234811|0553250426|0553268945|0553296981|0590457225|0671461494|0671617028|067168390X|0671868691|0679741011|0836217632|0894803700|1573225789,"[0, 0, 8, 0, 0, 5, 0, 5, 0, 0, 0, 0, 7, 8, 0, 6, 0, 0, 6, 0, 6, 0, 0, 10, 0, 8, 8, 0, 0, 5, 0, 8, 0]"
1025,33.0,14.0,8.0,4.714285714285714,4.375255094603872,14.0,0.9285714285714286,1994.7857142857142,29.21428571428578,0.5714285714285714,0.5222977412153547,Fiction|Literary|Biography & Autobiography,0060562080|0060928336|0142000663|0345361792|0380012863|0394404289|0552998001|0590112899|0590660543|0679730346|068484267X|0743225082|0963270702|0971880107,"[8, 5, 10, 0, 8, 9, 9, 0, 0, 0, 9, 8, 0, 0]"
1075,49.0,8.0,8.0,8.0,1.7728105208558367,8.0,1.0,2001.375,22.625,1.0,0.8227189479144164,Fiction|Literary|Family Life,0142001740|0316666343|0375726403|0385504209|0553377868|0609608444|0767902521|1400034779,"[10, 7, 7, 7, 9, 10, 9, 5]"
1116,29.0,6.0,5.0,5.0,2.8284271247461903,6.0,0.8333333333333334,2000.0,24.0,0.8333333333333334,0.5976310729378175,Fiction|Thrillers|Espionage,0061030651|006109594X|031298250X|0425178773|0425185710|0553575619,"[8, 7, 4, 0, 6, 5]"
1129,53.0,8.0,6.0,4.125,2.9001231500945415,8.0,0.875,1999.0,25.0,0.75,0.6212392243667276,Fiction|Family|Juvenile Fiction,0064407667|014025448X|0385472951|0385493800|0553377876|0618045996|0671318314|1400034779,"[4, 7, 6, 6, 3, 0, 7, 0]"
1131,22.0,42.0,22.0,3.6904761904761907,3.6122291964536197,42.0,0.9285714285714286,1996.8809523809523,27.119047619047706,0.5238095238095238,0.5931501460435924,Fiction|Literary|Romance,0060932759|0060934417|0060976845|0061093092|0061098361|0070212570|0140256369|0156006529|0312243022|0312983824|0316789844|0345316770|0345370805|0345424719|0375700757|0375703055|0380725398|038533334X|0385480016|0385490445|0385491050|0394758285|0440214424|0440224624|0446605891|0446672211|0446673544|0449006344|0449149676|0449907481|0451187903|0451191153|0451202341|0553213504|0553568183|0671004565|0671036505|0671793489|0679761837|0679772677|0684833395|0743418174,"[0, 8, 7, 8, 7, 7, 0, 0, 8, 6, 0, 0, 7, 0, 0, 7, 0, 0, 9, 0, 0, 7, 8, 0, 6, 7, 5, 0, 7, 0, 7, 0, 0, 0, 0, 6, 0, 7, 7, 7, 0, 7]"
1133,46.0,5.0,1.0,1.6,3.5777087639996643,5.0,1.0,2003.0,21.0,0.2,0.6422291236000336,Fiction|Mystery & Detective|Thrillers,0425189414|0446611239|0451410912|0451411013|0553580078,"[0, 8, 0, 0, 0]"
1155,22.0,9.0,7.0,6.333333333333333,3.774917217635375,9.0,1.0,1999.4444444444443,24.555555555555657,0.7777777777777778,0.6225082782364625,Fiction|Romance|Erotic,0373250223|0373710992|0373711026|0380814021|0380817683|0451402103|0451409256|0671032658|0671689231,"[8, 0, 0, 6, 10, 8, 9, 9, 7]"
1167,25.0,17.0,8.0,3.2941176470588234,3.8204172854930545,17.0,0.9411764705882353,1997.8823529411766,26.117647058823422,0.47058823529411764,0.5816077848947714,Fiction|Historical|Romance,0060929596|0060987103|0142004030|0345339703|0345436911|0373834985|0375704558|038039586X|038533656X|0440217520|0440224675|0452281784|0452284481|0670030643|0679450548|0743230213|0802135196,"[10, 0, 0, 0, 0, 5, 0, 0, 5, 5, 8, 0, 0, 0, 7, 7, 9]"
1184,38.0,15.0,3.0,1.1333333333333333,2.5033311140691454,15.0,0.5333333333333333,1998.9333333333334,25.066666666666606,0.2,0.39982234058297894,Fiction|Mystery & Detective|Thrillers,0425157539|0425163385|0553585118|0553585681|0671042262|0684835975|0684835983|0684856603|0743206029|0743212002|0743230051|0743444051|0880387300|0880387483|0886777690,"[0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]"
1211,22.0,12.0,7.0,4.583333333333333,4.077841080619484,12.0,0.9166666666666666,1996.75,27.25,0.5833333333333334,0.5428645676098806,Fiction|Mystery & Detective|CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR),0330375253|0385504209|0440224837|0671619055|0679416781|0752853694|0786889373|2070360024|2070360423|2070362361|2253005274|226612269X,"[0, 9, 0, 0, 0, 8, 8, 8, 7, 0, 8, 7]"
1248,,6.0,6.0,9.833333333333334,0.408248290463863,6.0,0.8333333333333334,1996.0,28.0,1.0,0.7993126424613448,Fiction|Fantasy|Sagas,0345367898|0393029190|0449912558|0553110721|0553580272|0679452281,"[10, 10, 10, 10, 10, 9]"
1249,,4.0,3.0,5.25,3.774917217635375,4.0,0.75,1995.25,28.75,0.75,0.46688120867734684,Fiction|Mystery & Detective|Coming of Age,0440226430|0449300021|0671004565|0684835983,"[5, 0, 8, 8]"
1261,46.0,5.0,5.0,7.2,0.8366600265340756,5.0,1.0,1999.6,24.40000000000009,1.0,0.9163339973465925,Fiction|Women|Humor,0316776963|0345401123|0345438329|0452282152|0688177751,"[8, 7, 6, 7, 8]"
1343,33.0,6.0,1.0,1.6666666666666667,4.0824829046386295,6.0,0.8333333333333334,1996.5,27.5,0.16666666666666666,0.4931264246134476,LEE|LAURIE|1914-1997,0140016821|0440418569|0590112899|0590660543|0971880107|1853260312,"[0, 0, 0, 10, 0, 0]"
1368,22.0,5.0,4.0,5.2,3.0331501776206204,5.0,1.0,1996.8,27.200000000000045,0.8,0.696684982237938,Fiction|Historical|VAMPIRES_FICTION,0060514949|0066210151|0375411992|0395177111|0425188361,"[7, 7, 5, 0, 7]"
1409,74.0,6.0,6.0,7.333333333333333,1.505545305418162,6.0,0.8333333333333334,1999.0,25.0,1.0,0.7078712245484865,Fiction|Sagas|Thrillers,0061093106|0373218192|042517736X|0440208912|0515120006|0515127396,"[8, 8, 9, 8, 6, 5]"
1412,47.0,7.0,7.0,8.285714285714286,1.2535663410560174,7.0,1.0,1999.0,25.0,1.0,0.8746433658943983,Fiction|Thrillers|FICTION_ACTION & ADVENTURE,0156027321|0345416260|0345433084|0385486804|0385494785|0385512104|0451180208,"[9, 9, 6, 9, 9, 9, 7]"
1424,,55.0,27.0,3.4727272727272727,3.6252946008236266,55.0,0.8363636363636363,1998.8181818181818,25.181818181818244,0.4909090909090909,0.5331571788402057,Fiction|Literary|Mystery & Detective,0060512822|0060730552|0060930535|0060931671|0061015725|0061056871|0061097314|0064405176|0140176616|014100374X|0142001430|0151002290|0151006903|0156001314|031215125X|0316291161|0316353299|0375505296|0380603764|0380728176|0385319452|0385336403|0385418485|0385720106|039914255X|0425158616|0440222656|0440235162|0440236673|0446608815|0449206246|0449208397|0451527569|0452282152|0553295071|0671646575|0671776134|0676974562|0679771476|0688177743|0743224574|0743228480|0743418735|0743431014|0743444329|0767902521|076790382X|0767903862|0767915062|0786868716|0786885688|0804106304|0883659654|1573229865|1853262714,"[7, 9, 7, 0, 8, 6, 5, 0, 0, 0, 7, 6, 0, 8, 7, 8, 8, 0, 6, 0, 7, 6, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 8, 8, 7, 0, 0, 0, 8, 7, 7, 0, 8, 0, 0, 0, 0, 0, 6, 0, 0, 0]"
