User-ID,ISBN,Rating
277427,0385504209,8
277427,0393039242,0
277427,039304016X,8
277427,0394556968,0
277427,0399144463,0
277427,0399145990,0
277427,0399149562,7
277427,0399501487,9
277427,0425104273,0
277427,0425104338,9
277427,0425107469,0
277427,0425113884,0
277427,0425115801,0
277427,0425116840,8
277427,0425121631,0
277427,0425125467,0
277427,0425131769,0
277427,0425133516,9
277427,042514755X,0
277427,0425152898,0
277427,0425154092,0
277427,0425155943,0
277427,0425157466,0
277427,0425158616,0
277427,0425163865,0
277427,0425169871,0
277427,0425174271,0
277427,0425175405,0
277427,0425176088,0
277427,042518627X,0
277427,0425190749,7
277427,0439064872,0
277427,0439136369,0
277427,043936213X,0
277427,044011585X,0
277427,0440170796,0
277427,0440173922,0
277427,0440176484,0
277427,0440185327,5
277427,0440193613,0
277427,0440205506,0
277427,0440208459,0
277427,0440210690,0
277427,0440213320,0
277427,0440213991,0
277427,0440217466,0
277427,0440221501,0
277427,0440224764,7
277427,0440225450,0
277427,0440225701,0
277427,0440236061,8
277427,0440236703,0
277427,0440236738,9
277427,0440241073,0
277427,0440419468,0
277427,0440428130,8
277427,0441172717,0
277427,0441627404,10
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446602620,0
277427,0446603716,0
277427,0446604801,0
277427,0446607193,0
277427,0446608009,0
277427,0446608890,10
277427,0446611212,0
277427,0446677507,0
277427,0449221482,0
277427,0449221504,0
277427,0449222470,0
277427,044922502X,0
277427,0451113357,0
277427,0451141083,0
277427,0451169522,0
277427,0451177096,0
277427,0451180739,8
277427,0451184742,0
277427,0451191153,8
277427,0451202503,0
277427,0451203593,10
277427,0451526562,0
277427,0452283736,0
277427,0452284449,6
277427,0486406644,0
277427,0486424634,0
277427,0515128015,0
277427,0515128600,0
277427,0515130923,0
277427,0515132020,0
277427,0515133302,0
277427,0552137030,8
277427,0552996181,0
277427,0553078925,8
277427,0553133160,0
277427,0553268880,0
277427,0553271636,0
277427,0553274295,0
277427,0553279556,0
277427,0553280341,0
277427,0553280368,9
277427,0553295780,0
277427,0553297422,0
277427,0553297619,0
277427,0553351672,10
277427,0553571656,10
277427,0553571818,0
277427,0553572997,0
277427,0553573926,10
277427,0553574566,9
277427,0553577808,0
277427,0553578936,0
277427,0553579274,0
277427,0553579525,0
277427,0553581058,0
277427,0553581112,0
277427,0553581929,9
277427,0553582755,0
277427,0553586122,0
277427,0553801430,0
277427,0609804138,0
277427,067091021X,0
277427,0671001795,0
277427,067101417X,0
277427,0671014420,5
277427,0671016776,0
277427,0671441981,0
277427,0671528904,8
277427,067170561X,0
277427,0671722808,0
277427,0671729470,0
277427,0671740504,8
277427,0671741209,0
277427,0671749897,8
277427,0671782525,0
277427,0671876821,8
277427,067940676X,0
277427,067941388X,0
277427,0679417648,10
277427,0679457313,0
277427,0679459626,0
277427,0679731148,9
277427,0679731377,0
277427,0679736042,5
277427,0679751521,0
277427,0684846713,0
277427,0684859300,0
277427,0684864320,0
277427,0684872153,0
277427,0688065716,0
277427,0688139752,0
277427,068971310X,0
277427,070434100X,0
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743422910,0
277427,0743444477,9
277427,0743457943,8
277427,0749395990,0
277427,0767903382,10
277427,0786866845,10
277427,080410753X,0
277427,0804108749,0
277427,080411918X,0
277427,0805051309,0
277427,0811801802,0
277427,0811802981,10
277427,0811811409,10
277427,0812504798,8
277427,0821770829,0
277427,0836204387,0
277427,0836210263,10
277427,0836217632,0
277427,0836217691,10
277427,0836218221,0
277427,0836218515,10
277427,0836218655,0
277427,0836218787,0
277427,0836218817,10
277427,0836218833,0
277427,0836221192,10
277427,0836221311,8
277427,0836221362,0
277427,0836236688,10
277427,0842314296,0
277427,0843947888,7
277427,0877017883,0
277427,0887621112,6
277427,0890876517,10
277427,0894803204,0
277427,0894808249,0
277427,0898156122,0
277427,0898157803,10
277427,0932592007,8
277427,0971880107,0
277427,1400031354,0
277427,1400034779,0
277427,1400060265,10
277427,1551664968,0
277427,1551668157,0
277427,1556524412,0
277427,1565075722,10
277427,1887128255,0
277427,8251800811,7
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0385504209,0
277439,0399149821,7
277439,0671027360,7
277439,0671038443,0
277466,0312963297,0
277466,0345382293,0
277466,0380718340,7
277466,042516098X,0
277466,0425175405,0
277466,044022165X,0
277466,0440226414,7
277466,0446612790,0
277466,0449219364,0
277466,0449221512,0
277466,051512219X,0
277466,0553279556,0
277466,0553292722,8
277466,0553571885,8
277466,0671003755,0
277466,0684834731,0
277478,006008216X,6
277478,0061091995,0
277478,0061092045,0
277478,0061099252,0
277478,006447108X,0
277478,0140620257,8
277478,0140621725,0
277478,0146000552,0
277478,0312113420,7
277478,031287216X,0
277478,0312979533,7
277478,034066049X,0
277478,0345307674,0
277478,0345310799,0
277478,0345330129,8
277478,0345332687,0
277478,0345334531,0
277478,0345351525,0
277478,0345368959,0
277478,0345394267,0
277478,0345443284,0
277478,0345453409,0
277478,0373244487,0
277478,0373244657,0
277478,0373288964,0
277478,0373289812,0
277478,0373292090,0
277478,0373292554,0
277478,0380703882,0
277478,0380717573,0
277478,0425067645,0
277478,0425104273,0
277478,0425146413,0
277478,0425150984,0
277478,0425161242,0
277478,0425169863,0
277478,0425181200,0
277478,0425191184,0
277478,0440107601,0
277478,0440201705,0
277478,0440213320,7
277478,0440225701,0
277478,0440234743,0
277478,0441845630,0
277478,0445409134,0
277478,0446356018,0
277478,0446604089,0
277478,0446607657,0
277478,0446611859,0
277478,0449244741,0
277478,0449907481,0
277478,0449907635,5
277478,0451156234,0
277478,0451523369,0
277478,0552128481,0
277478,0552142379,8
277478,0553025007,0
277478,0553266055,0
277478,0553268120,0
277478,0553282352,0
277478,0553578944,0
277478,0553579606,0
277478,0553579754,0
277478,0553580191,0
277478,0671003755,0
277478,0671034677,0
277478,0671525832,0
277478,0671549219,0
277478,0671661892,0
277478,0671679473,0
277478,0671888587,0
277478,0679761047,0
277478,0750916338,0
277478,0752853694,10
277478,0786817879,0
277478,0786868716,0
277478,080410526X,0
277478,0812532635,0
277478,0971880107,0
277478,1558745718,8
277478,1572970014,0
277478,1853260088,0
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0399151877,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,1558744150,10
277554,0345392825,9
277554,0345435168,3
277554,0446387878,0
277554,0446518581,0
277554,0449907481,0
277554,0452268060,5
277554,0553211803,7
277589,0385504209,0
277589,0425125467,8
277589,0553263226,9
277589,0671026704,7
277589,0812579402,9
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277623,1590521986,0
277629,0345391055,0
277629,0374184232,4
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0553100777,0
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671452177,0
277629,0671795740,9
277629,0786861347,0
277639,006109174X,0
277639,0312955863,0
277639,0312973055,0
277639,0312975643,0
277639,0316171638,0
277639,0345391055,0
277639,034539657X,8
277639,0373030967,0
277639,0373226306,0
277639,0373226314,0
277639,0373226322,0
277639,0373825013,0
277639,0380707837,6
277639,0380731851,6
277639,0380756269,0
277639,0380762595,0
277639,0399149295,0
277639,0425071014,6
277639,0425126064,0
277639,0425132625,0
277639,0425133540,0
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0425161242,0
277639,0440106478,0
277639,0440150795,0
277639,0440204194,0
277639,0440206146,0
277639,0440211727,8
277639,0440211891,0
277639,0440213525,0
277639,0440214041,9
277639,0440218535,0
277639,0440222656,0
277639,0440224780,0
277639,0440226414,0
277639,0440430712,7
277639,0446302066,0
277639,0446359866,0
277639,0446611212,0
277639,0446612790,0
277639,0446794031,8
277639,0449143457,0
277639,0449206246,0
277639,0449217264,0
277639,044921852X,7
277639,0449221873,0
277639,0449243583,0
277639,0449244431,0
277639,0451131517,0
277639,0451132378,0
277639,0451162145,8
277639,0451170385,0
277639,0451409159,0
277639,0515100536,0
277639,0515108030,0
277639,0515119652,0
277639,0553025007,0
277639,0553206621,0
277639,0553228129,0
277639,0553264079,0
277639,0553297260,8
277639,0553579754,7
277639,0553582755,0
277639,0553586122,0
277639,0590298364,0
277639,0590453653,0
277639,0590466194,0
277639,0590469118,0
277639,0590568779,0
277639,0590568809,0
277639,0590568892,0
277639,067100185X,0
277639,0671004565,0
277639,0671034022,0
277639,0671416367,7
277639,0812543262,8
277662,051510566X,5
277662,052594544X,4
277662,0684835983,0
277662,0743206061,4
277662,0743212002,0
277662,087542127X,5
277681,0140620184,0
277681,0679781587,0
277681,0747538484,0
277681,0747546290,7
277681,0747551006,0
277681,2070362388,0
277681,2253044903,0
277681,2253150711,0
277681,2253152846,0
277710,0061015725,4
277710,0312983395,5
277710,0345441036,0
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210875,8
277710,0553582763,6
277711,0060924349,0
277711,0345260406,0
277711,0394589955,0
277711,0449212602,0
277711,0452264464,0
277711,0452269652,0
277711,0553282980,5
277711,0671755056,10
277711,0812967224,7
277711,1573227889,10
277711,1844261085,0
277744,0061031550,8
277744,0312421273,7
277744,0345339681,3
277744,0345377443,8
277744,0385491328,8
277744,0440235162,5
277744,0449005615,0
277744,0609806564,8
277744,0743457943,0
277744,0887307876,9
277744,0929634063,10
277744,1551660717,8
277873,0395977894,10
277873,042518336X,5
277873,0553575538,6
277873,0679781587,10
277873,0767903579,7
277873,1551666022,0
277879,055357227X,0
277879,0671737643,0
277879,0671759361,8
277879,0843943289,7
277879,088396631X,0
277901,0064440044,10
277901,0064440214,0
277901,0394890485,0
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277901,0698119517,0
277915,0060529709,0
277915,0060923245,0
277915,0345418018,0
277915,0451163966,0
277915,0452269571,8
277915,0671510053,7
277915,068482499X,0
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0553580191,9
277922,0553582917,10
277922,0553582925,0
277922,0812590236,0
277928,0060173289,0
277928,0060973323,0
277928,0140088946,0
277928,0312283709,0
277928,0374266441,9
277928,0375400117,0
277928,0375410287,8
277928,0385301499,8
277928,0385319401,0
277928,0385323638,0
277928,0385421982,0
277928,038542471X,0
277928,0385475713,0
277928,0446532231,0
277928,0446670251,0
277928,0449908186,10
277928,0670880728,0
277928,0670892963,0
277928,0679429220,0
277928,0679457313,0
277928,0679731148,0
277928,0679736042,0
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0684195984,0
277928,0684810476,0
277928,0767915062,9
277928,0804105820,9
277928,0805000585,0
277928,0811808424,0
277929,0373290608,0
277929,0380782782,9
277929,0451198948,8
277929,051511331X,0
277929,0515129968,9
277929,0553561537,9
277929,055357289X,0
277929,1551665522,8
277937,0060934417,9
277937,0142001821,0
277937,0312195516,0
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0553569074,0
277937,0684844826,0
277937,0684848406,6
277937,0684865742,0
277937,0743225325,6
277937,0743237188,7
277938,0142004278,0
277938,0425141233,0
277938,0446672211,9
277938,0451184734,8
277938,055328942X,0
277938,0743437802,9
277945,0312974256,6
277945,0312983301,6
277945,0312983824,0
277945,0380785218,2
277945,0425188787,0
277945,0446610550,7
277945,0451203771,8
277945,0515118249,0
277945,0515121843,7
277945,051512317X,7
277945,0515124214,7
277945,0515134384,7
277945,0515136263,7
277945,051513628X,0
277945,0515136379,7
277945,0515136530,7
277945,0515137111,8
277954,0312952716,0
277954,0375507876,9
277954,0425147517,0
277954,0446310492,0
277954,0446794031,0
277954,0465014909,0
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0684855631,0
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277962,014029628X,0
277962,0380710846,0
277962,0446386405,0
277962,0451169530,0
277962,0886777631,0
277965,0020198906,0
277965,0060173289,0
277965,0316666343,0
277965,0316789089,5
277965,0345353145,0
277965,0345354613,0
277965,0345378482,0
277965,0345378490,0
277965,0345380371,0
277965,0345391055,0
277965,0345402871,0
277965,034540288X,0
277965,0345417623,0
277965,0374190666,10
277965,038097584X,0
277965,0385484518,10
277965,0399141464,8
277965,0399145087,7
277965,0425174808,0
277965,0425176932,0
277965,0425182673,0
277965,0425190919,0
277965,0440164842,0
277965,0446526126,8
277965,0679433740,0
277965,0679457526,9
277965,0679781587,9
277965,0684874350,10
277965,0688151981,9
277965,0761107363,10
277965,0786866845,9
277965,0786881852,7
277965,0895261901,10
277965,1573221112,0
277984,0345384369,0
277984,0345386108,10
277984,0345407288,0
277984,0425153975,0
277984,0440206154,0
277984,0446603589,0
277984,0446611778,10
277984,0515087491,10
277984,0515101486,10
277984,0515104175,10
277984,0515123293,0
278002,0312958455,0
278002,0345384733,0
278002,0373825013,0
278002,044651652X,0
278002,044651747X,0
278002,0451124340,0
278002,0515123447,0
278007,0060928336,0
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446364495,0
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278019,0446610038,0
278019,0671002384,9
278019,0671004247,9
278019,0671006754,9
278019,0743203631,0
278026,0060572965,9
278026,0061009059,8
278026,0061031410,8
278026,0061059900,0
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0345447867,0
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0385336667,0
278026,0425153975,0
278026,0440221048,8
278026,0446527041,8
278026,0446610607,7
278026,0446611379,0
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0515135968,8
278026,0553581929,0
278026,0553582364,6
278026,0671001795,8
278026,0684810387,8
278026,068815333X,7
278026,0743206045,7
278026,0786866195,0
278026,0786889667,5
278026,0786889845,0
278026,0812528042,9
278026,0812575911,0
278026,1551664976,0
278026,1551667517,7
278026,1551669609,0
278026,1551669625,6
278044,0061092800,7
278044,0312971362,0
278044,0345441133,0
278044,0451204948,0
278044,0553564528,7
278137,0060002492,7
278137,0061013145,0
278137,0061057894,9
278137,0140067647,9
278137,0312195516,0
278137,0345274695,8
278137,0345337662,7
278137,0345347951,0
278137,0373115431,8
278137,0373153260,0
278137,0380600129,8
278137,0425065553,8
278137,0425162400,0
278137,0440200989,0
278137,044022165X,0
278137,0440224772,0
278137,0440235596,0
278137,0440940001,8
278137,0440983568,0
278137,0446360511,0
278137,0446527793,0
278137,0446606812,7
278137,0449209830,8
278137,0449700712,0
278137,0451172310,0
278137,0451451155,0
278137,0515094978,8
278137,055325698X,8
278137,0553287532,9
278137,0553562398,0
278137,0670894508,4
278137,0671003755,0
278137,0671434225,8
278137,0671525808,9
278137,0671553046,0
278137,0671568175,0
278137,0671612689,0
278137,0671673688,0
278137,0671701231,0
278137,0671745093,7
278137,0671745107,0
278137,0671786040,0
278137,0671793489,0
278137,0671867091,0
278137,0671888587,0
278137,0804106304,8
278137,0971880107,0
278137,1558744150,9
278137,1558745017,8
278137,1565999916,0
278137,1576730360,0
278144,0060176075,0
278144,0060191872,0
278144,0060195703,0
278144,0060928336,0
278144,0060930535,0
278144,0310205719,0
278144,0316693235,0
278144,0345374568,0
278144,0345417623,0
278144,0373243286,0
278144,0380798565,0
278144,0380798581,0
278144,0380817152,0
278144,0385489129,0
278144,0385490445,0
278144,0399139087,0
278144,039914465X,0
278144,0399146253,0
278144,0399146725,0
278144,0399147365,0
278144,039914739X,0
278144,0399149759,0
278144,0399150803,0
278144,0399150897,0
278144,0399151443,0
278144,0425097722,0
278144,0425147584,0
278144,044022103X,0
278144,0440234743,0
278144,0446360317,0
278144,0446517984,0
278144,0446523321,0
278144,0446525774,0
278144,0446525804,0
278144,0446530891,0
278144,0446605239,0
278144,0446613266,0
278144,0446672211,0
278144,051511779X,0
278144,0517577550,0
278144,0553106333,0
278144,0553580906,0
278144,0553801929,0
278144,0670869902,0
278144,0670894184,0
278144,0670896764,0
278144,0671015206,0
278144,0671023209,0
278144,0671025333,0
278144,0671040588,0
278144,0679404864,0
278144,0679450424,0
278144,0679450432,0
278144,0679450440,0
278144,0679459596,0
278144,0679459618,0
278144,068484477X,0
278144,0688046606,0
278144,0743206045,0
278144,0765341174,0
278144,076534128X,0
278144,0767913795,0
278144,0842332367,0
278144,140003180X,0
278144,1551666839,0
278144,1573220280,0
278188,0061030643,0
278188,006440630X,0
278188,0156005891,8
278188,0312978367,0
278188,0312979479,0
278188,0316171565,7
278188,0316601950,0
278188,0316693294,0
278188,0345296532,0
278188,0345309049,0
278188,0345439104,0
278188,0373218192,7
278188,0373244487,6
278188,0373272898,6
278188,0373290861,7
278188,0373441754,0
278188,0373441762,4
278188,0373441851,6
278188,0373484003,7
278188,0373711263,0
278188,0373711328,0
278188,0380006456,0
278188,0380701006,0
278188,0380772469,0
278188,0380818760,0
278188,038082082X,0
278188,042510107X,0
278188,0425115291,0
278188,0425120430,0
278188,0425142078,0
278188,0425173755,0
278188,0425180964,0
278188,0425182142,0
278188,042518904X,0
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0440237300,0
278188,0440995779,0
278188,0446354732,0
278188,0446603589,9
278188,0446608955,0
278188,0446611867,0
278188,0449000613,0
278188,0449134482,0
278188,0449208672,0
278188,0515106402,0
278188,0515110973,0
278188,051512219X,0
278188,0515124621,8
278188,0515134368,0
278188,0553278746,0
278188,0553560700,0
278188,0553569031,0
278188,0553583956,0
278188,0590424971,7
278188,0590425013,0
278188,059042503X,0
278188,0590433474,7
278188,0590436414,7
278188,0671523074,0
278188,0671619683,0
278188,0671644459,7
278188,0671644475,5
278188,0671679155,0
278188,0671727583,0
278188,0671739743,0
278188,0743403452,0
278188,0743410181,6
278188,0778320022,9
278188,0778320049,0
278188,0778320065,8
278188,0778320286,8
278188,0804107432,0
278188,080410946X,8
278188,1551660679,8
278188,1551661586,6
278188,1551664305,0
278188,1551664992,9
278188,1551665344,7
278188,1551666960,8
278188,1551668181,0
278188,1551668300,0
278188,1551669293,0
278194,0020532105,10
278194,0060926317,8
278194,0060958014,7
278194,0140280553,5
278194,0156007819,3
278194,0156011042,7
278194,0345423135,9
278194,0373218036,0
278194,0375705619,5
278194,0375725784,0
278194,0380729865,0
278194,0385319207,0
278194,0385334923,7
278194,0385494246,0
278194,0385498802,4
278194,0425152251,0
278194,0440212723,9
278194,0440241537,7
278194,0451209907,5
278194,0452284449,8
278194,051512219X,4
278194,0553582364,6
278194,0671683993,8
278194,0671789422,0
278194,0688177859,9
278194,0802139256,6
278202,0060198346,3
278202,014025448X,2
278202,0312252617,4
278202,0316569321,0
278202,0380804883,0
278202,0385316925,3
278202,0385319568,9
278202,0385324057,3
278202,0385334710,10
278202,0385497466,3
278202,0399148019,3
278202,0446527017,1
278202,0446527130,8
278202,0446527165,0
278202,0451204948,0
278202,0553104136,4
278202,0671510126,10
278202,0671786458,7
278202,0684835959,0
278202,068815090X,3
278202,0743206029,8
278221,0060930535,0
278221,0375411550,0
278221,0425147363,0
278221,0440216745,7
278221,0446612790,0
278221,0446613436,7
278221,0515132020,0
278221,0553582755,9
278221,0553584510,0
