User-ID,Age,avg_rating,rating_std,total_ratings,explicit_ratings,unique_books,author_diversity,avg_book_year,recency_score,explicit_ratio,exploration_score,Age_Final,user_cluster,top_genres
805,34.0,4.78125,4.433991684483014,32.0,18.0,32.0,31.0,1991.5625,32.4375,0.5625,0.96875,34.0,2,"Fiction, Literary, Classics"
819,,3.142857142857143,3.023715784073818,7.0,4.0,7.0,5.0,1993.142857142857,30.85714285714289,0.5714285714285714,0.7142857142857143,34.0,0,"Fiction, Fantasy, Horror"
834,17.0,3.571428571428572,2.29906813420444,7.0,6.0,7.0,7.0,1999.2857142857144,24.71428571428578,0.8571428571428571,1.0,17.0,2,"Fiction, Humorous, Romance"
843,25.0,5.333333333333333,4.131182235954578,6.0,4.0,6.0,5.0,2000.3333333333333,23.666666666666742,0.6666666666666666,0.8333333333333334,25.0,2,"Fiction, Literary, Historical"
853,24.0,4.4,4.277849927241488,5.0,3.0,5.0,5.0,1993.6,30.40000000000009,0.6,1.0,24.0,2,"Fiction, Fantasy, Epic"
876,33.0,0.0,0.0,9.0,0.0,9.0,8.0,1987.888888888889,36.111111111111086,0.0,0.8888888888888888,33.0,4,"Fiction, Fantasy, Thrillers"
882,23.0,3.1875,4.319791808157284,80.0,30.0,80.0,62.0,1993.7974683544303,30.202531645569707,0.375,0.775,23.0,4,"Fiction, Romance, Historical"
901,21.0,1.8571428571428568,3.697340891820725,14.0,3.0,14.0,9.0,1993.111111111111,30.888888888888918,0.2142857142857142,0.6428571428571429,21.0,4,"Fiction, Classics, Literary"
929,36.0,2.727272727272727,3.564343621839154,33.0,13.0,33.0,30.0,1990.878787878788,33.12121212121201,0.3939393939393939,0.9090909090909092,36.0,4,"Fiction, Literary, Historical"
1025,33.0,5.285714285714286,4.371988759624813,21.0,13.0,21.0,13.0,1994.7857142857144,29.21428571428578,0.6190476190476191,0.6190476190476191,33.0,0,"Fiction, Literary, Biography & Autobiography"
1075,49.0,8.0,1.772810520855837,8.0,8.0,8.0,8.0,2001.375,22.625,1.0,1.0,49.0,2,"Fiction, Literary, Family Life"
1116,29.0,5.0,2.8284271247461903,6.0,5.0,6.0,5.0,2000.0,24.0,0.8333333333333334,0.8333333333333334,29.0,2,"Fiction, Thrillers, Espionage"
1129,53.0,4.125,2.900123150094542,8.0,6.0,8.0,7.0,1999.0,25.0,0.75,0.875,53.0,1,"Fiction, Juvenile Fiction, Family"
1131,22.0,3.690476190476191,3.61222919645362,42.0,22.0,42.0,39.0,1996.8809523809523,27.119047619047706,0.5238095238095238,0.9285714285714286,22.0,2,"Fiction, Literary, Romance"
1133,46.0,1.6,3.577708763999664,5.0,1.0,5.0,5.0,2003.0,21.0,0.2,1.0,46.0,1,"Fiction, Mystery & Detective, Thrillers"
1155,22.0,6.333333333333333,3.774917217635375,9.0,7.0,9.0,9.0,1999.4444444444443,24.555555555555657,0.7777777777777778,1.0,22.0,2,"Fiction, Romance, Erotic"
1167,25.0,3.294117647058824,3.8204172854930554,17.0,8.0,17.0,16.0,1997.8823529411768,26.117647058823422,0.4705882352941176,0.9411764705882352,25.0,4,"Fiction, Historical, Romance"
1184,38.0,1.1333333333333333,2.503331114069145,15.0,3.0,15.0,8.0,1998.9333333333332,25.06666666666661,0.2,0.5333333333333333,38.0,4,"Fiction, Mystery & Detective, Thrillers"
1211,22.0,5.222222222222222,3.8433373297259976,18.0,12.0,18.0,11.0,1996.75,27.25,0.6666666666666666,0.6111111111111112,22.0,0,"Fiction, Mystery & Detective, CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR)"
1248,,9.833333333333334,0.4082482904638632,6.0,6.0,6.0,5.0,1996.0,28.0,1.0,0.8333333333333334,34.0,2,"Fiction, Fantasy, Sagas"
1249,,6.2,3.898717737923586,5.0,4.0,5.0,3.0,1995.25,28.75,0.8,0.6,34.0,0,"Fiction, Mystery & Detective, Women"
1261,46.0,7.2,0.8366600265340756,5.0,5.0,5.0,5.0,1999.6,24.40000000000009,1.0,1.0,46.0,2,"Fiction, Women, Humor"
1343,33.0,2.7142857142857144,4.644505202002531,7.0,2.0,7.0,5.0,1996.5,27.5,0.2857142857142857,0.7142857142857143,33.0,4,"LEE, LAURIE, 1914-1997"
1368,22.0,5.2,3.03315017762062,5.0,4.0,5.0,5.0,1996.8,27.200000000000045,0.8,1.0,22.0,2,"Fiction, Historical, VAMPIRES_FICTION"
1409,74.0,7.333333333333333,1.505545305418162,6.0,6.0,6.0,5.0,1999.0,25.0,1.0,0.8333333333333334,74.0,1,"Fiction, Sagas, Thrillers"
1412,47.0,8.285714285714286,1.2535663410560174,7.0,7.0,7.0,7.0,1999.0,25.0,1.0,1.0,47.0,2,"Fiction, Thrillers, FICTION_PSYCHOLOGICAL"
1424,,3.5535714285714284,3.6427743815401454,56.0,28.0,56.0,46.0,1998.8181818181815,25.181818181818244,0.5,0.8214285714285714,34.0,4,"Fiction, Literary, Mystery & Detective"
1435,36.0,2.6615384615384614,3.8008096303490193,65.0,24.0,65.0,48.0,1996.246153846154,27.753846153846094,0.3692307692307692,0.7384615384615385,36.0,4,"Fiction, Thrillers, Mystery & Detective"
1436,,2.142857142857143,3.7606990231680526,7.0,2.0,7.0,5.0,1997.0,27.0,0.2857142857142857,0.7142857142857143,34.0,4,"Fiction, Thrillers, Mystery & Detective"
1485,30.0,1.5,3.6742346141747673,6.0,1.0,6.0,3.0,1986.3333333333333,37.66666666666674,0.1666666666666666,0.5,30.0,4,"Family & Relationships, BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR), Life Stages"
1548,28.0,5.0588235294117645,3.831947746174492,17.0,12.0,17.0,14.0,1995.9411764705883,28.05882352941171,0.7058823529411765,0.8235294117647058,28.0,2,"Fiction, Science Fiction, Literary"
1585,29.0,6.444444444444445,1.130388330520878,9.0,9.0,9.0,7.0,1996.3333333333333,27.666666666666742,1.0,0.7777777777777778,29.0,2,"Fiction, Psychological, Mystery & Detective"
1596,51.0,2.833333333333333,3.125166662222459,6.0,3.0,6.0,6.0,2002.0,22.0,0.5,1.0,51.0,1,"Fiction, Thrillers, Suspense"
1608,27.0,4.333333333333333,4.301162633521313,9.0,5.0,9.0,7.0,1993.4444444444443,30.555555555555657,0.5555555555555556,0.7777777777777778,27.0,0,"Fiction, Mystery & Detective, Cozy"
1652,,5.6,3.130495168499705,5.0,4.0,5.0,4.0,1998.0,26.0,0.8,0.8,34.0,2,"Fiction, Literary, CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR)"
1660,,4.444444444444445,2.788866755113585,9.0,7.0,9.0,8.0,1999.3333333333333,24.666666666666742,0.7777777777777778,0.8888888888888888,34.0,2,"Fiction, Thrillers, Suspense"
1674,26.0,3.533333333333333,4.523755941260752,30.0,12.0,30.0,24.0,1994.2333333333331,29.76666666666665,0.4,0.8,26.0,4,"Fiction, Literary, Fantasy"
1733,30.0,4.376811594202898,4.018711562894998,69.0,40.0,69.0,52.0,1997.4202898550725,26.579710144927503,0.5797101449275363,0.7536231884057971,30.0,2,"Fiction, Romance, Contemporary"
1790,25.0,6.2,1.7888543819998317,5.0,5.0,5.0,4.0,1997.5,26.5,1.0,0.8,25.0,2,"Fiction, Thrillers, Suspense"
1812,24.0,1.7777777777777777,3.5629263877386586,9.0,2.0,9.0,9.0,1997.6666666666667,26.333333333333258,0.2222222222222222,1.0,24.0,4,"Fiction, Mystery & Detective, Women"
1838,,3.6,4.929503017546495,5.0,2.0,5.0,4.0,1998.0,26.0,0.4,0.8,34.0,4,"Fiction, Romance, Mystery & Detective"
1848,22.0,3.0,4.260733053577301,40.0,14.0,40.0,26.0,1995.475,28.52500000000009,0.35,0.65,22.0,4,"Fiction, Fantasy, Science Fiction"
1903,36.0,1.9772727272727275,3.775617222688517,44.0,11.0,44.0,32.0,1997.159090909091,26.84090909090901,0.25,0.7272727272727273,36.0,4,"Fiction, Literary, Humor"
1928,17.0,1.2666666666666666,3.348062694981056,15.0,2.0,15.0,14.0,1997.2666666666669,26.73333333333335,0.1333333333333333,0.9333333333333332,17.0,4,"Fiction, Mystery & Detective, Thrillers"
2010,,3.8666666666666663,3.9617216074881,15.0,8.0,15.0,13.0,2000.0666666666664,23.933333333333398,0.5333333333333333,0.8666666666666667,34.0,2,"Fiction, Thrillers, Mystery & Detective"
2012,34.0,3.3,4.105195680956922,20.0,9.0,20.0,15.0,1995.555555555556,28.444444444444343,0.45,0.75,34.0,4,"Fiction, Thrillers, Mystery & Detective"
2030,31.0,9.866666666666667,0.5163977794943222,15.0,15.0,15.0,9.0,1993.2666666666669,30.73333333333335,1.0,0.6,31.0,0,"Fiction, Body, Mind & Spirit"
2033,27.0,6.047058823529412,4.391295183582601,85.0,57.0,85.0,34.0,1995.1807228915663,28.819277108433653,0.6705882352941176,0.4,27.0,0,"Fiction, Fantasy, Epic"
2041,,4.714285714285714,3.093772546815388,7.0,6.0,7.0,6.0,1994.142857142857,29.85714285714289,0.8571428571428571,0.8571428571428571,34.0,2,"Fiction, Thrillers, Suspense"
2090,28.0,1.8125,3.3905505944216983,16.0,4.0,16.0,15.0,1993.0666666666664,30.933333333333398,0.25,0.9375,28.0,4,"Fiction, Romance, Historical"
2110,,5.054794520547945,4.545725742566991,73.0,42.0,73.0,47.0,1993.5068493150684,30.493150684931607,0.5753424657534246,0.6438356164383562,34.0,0,"Fiction, CHILDREN'S FICTION, Juvenile Fiction"
2132,,1.3421052631578947,3.078050592189748,38.0,7.0,38.0,33.0,2002.157894736842,21.84210526315792,0.1842105263157894,0.868421052631579,34.0,4,"Fiction, Romance, Historical"
2136,45.0,4.0,4.381780460041329,6.0,3.0,6.0,3.0,1998.1666666666667,25.833333333333258,0.5,0.5,45.0,0,"Juvenile Fiction, Fantasy & Magic, Action & Adventure"
2139,33.0,7.571428571428571,3.552329886011098,7.0,6.0,7.0,5.0,2001.7142857142856,22.28571428571422,0.8571428571428571,0.7142857142857143,33.0,2,"Fiction, Romance, Literary"
2179,30.0,5.789473684210527,4.577468336784975,19.0,12.0,19.0,15.0,1996.8947368421047,27.1052631578948,0.631578947368421,0.7894736842105263,30.0,2,"Fiction, Science Fiction, Contemporary"
2197,26.0,6.8,3.8340579025361623,5.0,4.0,5.0,4.0,1996.6,27.40000000000009,0.8,0.8,26.0,2,"Fiction, Juvenile Fiction, Family"
2276,46.0,4.0625,4.50811637023127,160.0,74.0,160.0,102.0,1993.5471698113208,30.45283018867917,0.4625,0.6375,46.0,0,"Fiction, Thrillers, Fantasy"
2287,35.0,4.4,3.0983866769659336,10.0,7.0,10.0,10.0,1992.3,31.700000000000045,0.7,1.0,35.0,2,"Fiction, Thrillers, Literary"
2288,30.0,3.263157894736842,4.120977570959454,19.0,8.0,19.0,13.0,1994.421052631579,29.57894736842104,0.4210526315789473,0.6842105263157895,30.0,4,"Fiction, Romance, Historical"
2313,23.0,5.055555555555555,3.653720460382044,18.0,13.0,18.0,15.0,1989.764705882353,34.23529411764707,0.7222222222222222,0.8333333333333334,23.0,0,"Fiction, Literary, Juvenile Fiction"
2326,23.0,0.8888888888888888,2.666666666666667,9.0,1.0,9.0,3.0,1993.0,31.0,0.1111111111111111,0.3333333333333333,23.0,4,"FICTION_FANTASY_GENERAL, Fiction, Fantasy"
2337,34.0,7.666666666666667,2.6400183654090306,12.0,11.0,12.0,11.0,1996.9166666666667,27.083333333333258,0.9166666666666666,0.9166666666666666,34.0,2,"Fiction, Classics, FICTION_GENERAL"
2358,23.0,1.5510204081632653,3.1229074626713107,49.0,10.0,49.0,39.0,1994.6458333333333,29.354166666666742,0.2040816326530612,0.7959183673469388,23.0,4,"Fiction, Juvenile Fiction, Science Fiction"
2375,20.0,3.8333333333333335,4.262237284181474,6.0,3.0,6.0,6.0,1999.0,25.0,0.5,1.0,20.0,2,"Fiction, Literary, Biography & Autobiography"
2399,32.0,6.166666666666667,3.544949458972112,6.0,5.0,6.0,5.0,1992.3333333333333,31.666666666666742,0.8333333333333334,0.8333333333333334,32.0,2,"Fiction, Fantasy, Epic"
2437,45.0,5.1,4.433458644845529,10.0,6.0,10.0,6.0,1998.5,25.5,0.6,0.6,45.0,0,"Fiction, Romance, Contemporary"
2439,26.0,5.333333333333333,4.273952113286562,6.0,4.0,6.0,5.0,1991.6666666666667,32.33333333333326,0.6666666666666666,0.8333333333333334,26.0,2,"Fiction, Literary, Psychological"
2559,,2.333333333333333,2.875181153713043,6.0,3.0,6.0,6.0,1997.6666666666667,26.333333333333258,0.5,1.0,34.0,4,"Fiction, FICTION_GENERAL, FRIENDSHIP_FICTION"
2589,,3.571428571428572,3.5523298860110977,7.0,4.0,7.0,7.0,2000.571428571429,23.42857142857133,0.5714285714285714,1.0,34.0,2,"Fiction, Literary, Psychological"
2630,66.0,1.7777777777777777,3.527668414752788,9.0,2.0,9.0,9.0,1996.111111111111,27.888888888888918,0.2222222222222222,1.0,66.0,1,"Fiction, Thrillers, Romance"
2719,37.0,4.555555555555555,3.711842908553348,9.0,6.0,9.0,9.0,1993.2222222222224,30.77777777777783,0.6666666666666666,1.0,37.0,2,"Fiction, Juvenile Fiction, Historical"
2738,32.0,3.2,4.3817804600413295,5.0,2.0,5.0,4.0,2000.25,23.75,0.4,0.8,32.0,4,"Humor, Topic, Politics"
2766,42.0,2.48062015503876,3.720930611070717,129.0,41.0,129.0,105.0,1994.8333333333333,29.166666666666742,0.3178294573643411,0.813953488372093,42.0,4,"Fiction, Juvenile Fiction, Literary"
2790,50.0,1.2307692307692308,3.113247129976625,13.0,2.0,13.0,12.0,1998.3076923076924,25.692307692307622,0.1538461538461538,0.9230769230769232,50.0,1,"Fiction, Literary, Classics"
2793,34.0,0.8125,2.220687193844109,32.0,4.0,32.0,21.0,1999.34375,24.65625,0.125,0.65625,34.0,4,"Fiction, Thrillers, Romance"
2799,,5.142857142857143,4.845223470201398,7.0,4.0,7.0,6.0,1993.571428571429,30.42857142857133,0.5714285714285714,0.8571428571428571,34.0,2,"Fiction, FICTION_VISIONARY & METAPHYSICAL, SPAIN_FICTION"
2855,35.0,2.7777777777777777,3.419714088113865,9.0,4.0,9.0,9.0,1996.0,28.0,0.4444444444444444,1.0,35.0,4,"Fiction, Literary, AMERICAN FICTION (FICTIONAL WORKS BY ONE AUTHOR)"
2891,,2.108695652173913,3.436892673188073,92.0,26.0,92.0,80.0,1996.804347826087,27.195652173913004,0.2826086956521739,0.8695652173913043,34.0,4,"Fiction, Literary, Science Fiction"
2907,,0.7142857142857143,1.889822365046136,7.0,1.0,7.0,7.0,2000.0,24.0,0.1428571428571428,1.0,34.0,4,"Fiction, Romance, Historical"
2977,25.0,2.1466666666666665,3.497850047522757,75.0,22.0,75.0,64.0,1995.8933333333332,28.10666666666657,0.2933333333333333,0.8533333333333334,25.0,4,"Fiction, Biography & Autobiography, Mystery & Detective"
3017,,4.6,4.33589667773576,5.0,3.0,5.0,4.0,1996.5,27.5,0.6,0.8,34.0,2,"Fiction, Action & Adventure, Science Fiction"
3079,,2.6,3.714835124201342,5.0,2.0,5.0,5.0,2001.0,23.0,0.4,1.0,34.0,4,"Fiction, Literary, Contemporary Women"
3100,42.0,0.8571428571428571,2.2677868380553634,7.0,1.0,7.0,7.0,1996.571428571429,27.42857142857133,0.1428571428571428,1.0,42.0,4,"Fiction, Thrillers, Literary"
3106,,7.0,4.47213595499958,5.0,4.0,5.0,2.0,2000.4,23.59999999999991,0.8,0.4,34.0,0,"Fiction, Fantasy, Dark Fantasy"
3145,34.0,2.5306122448979598,3.921638904932512,49.0,15.0,49.0,39.0,1996.3125,27.6875,0.3061224489795918,0.7959183673469388,34.0,4,"Fiction, Thrillers, Mystery & Detective"
3154,,4.2,4.024922359499621,5.0,3.0,5.0,5.0,1994.0,30.0,0.6,1.0,34.0,2,"Fiction, Classics, FAIRY TALES_ADAPTATIONS"
3167,42.0,4.119047619047619,4.168420072415465,42.0,22.0,42.0,38.0,1991.5,32.5,0.5238095238095238,0.9047619047619048,42.0,4,"Fiction, Fantasy, Mystery & Detective"
3192,,4.2,3.8340579025361623,5.0,3.0,5.0,4.0,1996.8,27.200000000000045,0.6,0.8,34.0,2,"Fiction, Juvenile Fiction, Family"
3282,52.0,5.214285714285714,4.709704733984784,14.0,8.0,14.0,10.0,1992.0,32.0,0.5714285714285714,0.7142857142857143,52.0,1,"Fiction, Historical, Literary"
3329,,7.333333333333333,1.3662601021279464,6.0,6.0,6.0,6.0,1994.5,29.5,1.0,1.0,34.0,2,"Fiction, Science Fiction, Space Opera"
3331,60.0,5.0,4.456135417280635,15.0,9.0,15.0,12.0,1999.8666666666663,24.13333333333344,0.6,0.8,60.0,1,"Fiction, Thrillers, Mystery & Detective"
3344,61.0,7.8,0.8366600265340757,5.0,5.0,5.0,5.0,2002.4,21.59999999999991,1.0,1.0,61.0,1,"Fiction, Mystery & Detective, Police Procedural"
3346,20.0,4.342857142857143,4.021580441032788,35.0,20.0,35.0,22.0,1993.4,30.59999999999991,0.5714285714285714,0.6285714285714286,20.0,0,"Fiction, Fantasy, Action & Adventure"
3350,23.0,6.4,3.8470768123342687,5.0,4.0,5.0,5.0,1999.8,24.200000000000045,0.8,1.0,23.0,2,"Fiction, Women, Coming of Age"
3363,29.0,0.7587064676616916,2.55590584366946,402.0,33.0,402.0,281.0,1997.725,26.27500000000009,0.0820895522388059,0.6990049751243781,29.0,3,"Fiction, Romance, Juvenile Fiction"
3371,25.0,2.7710843373493974,3.845571736504904,83.0,30.0,83.0,57.0,1995.8313253012047,28.168674698795257,0.3614457831325301,0.6867469879518072,25.0,4,"Fiction, Romance, Historical"
3373,30.0,3.386363636363636,3.4588337131743008,44.0,23.0,44.0,33.0,1998.2727272727277,25.727272727272748,0.5227272727272727,0.75,30.0,4,"Fiction, Mystery & Detective, Thrillers"
3374,47.0,2.6666666666666665,4.1311822359545785,6.0,2.0,6.0,4.0,1993.2,30.799999999999955,0.3333333333333333,0.6666666666666666,47.0,4,"Fiction, Romance, Historical"
3416,34.0,5.666666666666667,4.457203906785808,6.0,4.0,6.0,6.0,1996.1666666666667,27.833333333333258,0.6666666666666666,1.0,34.0,2,"Fiction, Women, Mystery & Detective"
3418,14.0,7.5,1.8516401995451028,8.0,8.0,8.0,5.0,1996.375,27.625,1.0,0.625,14.0,0,"Juvenile Fiction, Business, Careers"
3427,50.0,3.6666666666666665,4.226897995772629,6.0,3.0,6.0,4.0,1999.5,24.5,0.5,0.6666666666666666,50.0,1,"Fiction, Horror, Literary"
3481,49.0,3.0,4.123105625617661,5.0,2.0,5.0,5.0,1996.8,27.200000000000045,0.4,1.0,49.0,1,"Fiction, Thrillers, FICTION_FAMILY LIFE_GENERAL"
3542,,2.857142857142857,3.670993118515816,7.0,4.0,7.0,7.0,1992.142857142857,31.85714285714289,0.5714285714285714,1.0,34.0,4,"Fiction, Classics, Biography & Autobiography"
3556,68.0,3.8055555555555554,4.851034908402503,36.0,14.0,36.0,21.0,1995.2222222222224,28.77777777777783,0.3888888888888889,0.5833333333333334,68.0,1,"Juvenile Fiction, Fiction, Religious"
3578,25.0,6.909090909090909,4.085450904234328,11.0,9.0,11.0,8.0,1995.75,28.25,0.8181818181818182,0.7272727272727273,25.0,0,"Fiction, Literary, Computers"
3594,48.0,6.0,3.0331501776206204,6.0,5.0,6.0,4.0,1996.4,27.59999999999991,0.8333333333333334,0.6666666666666666,48.0,0,"Fiction, Mystery & Detective, Mystery"
3640,,4.714285714285714,3.3380918415851206,14.0,10.0,14.0,11.0,1996.857142857143,27.14285714285711,0.7142857142857143,0.7857142857142857,34.0,2,"Fiction, Mystery & Detective, Thrillers"
3643,,1.5,3.3747427885527643,10.0,2.0,10.0,10.0,1999.1,24.90000000000009,0.2,1.0,34.0,4,"Fiction, Thrillers, Mystery & Detective"
3675,24.0,1.8,3.2993505854507617,15.0,4.0,15.0,14.0,2000.2,23.799999999999955,0.2666666666666666,0.9333333333333332,24.0,4,"Fiction, Literary, Thrillers"
3693,23.0,5.5,4.324349662087931,6.0,4.0,6.0,6.0,1998.0,26.0,0.6666666666666666,1.0,23.0,2,"Fiction, Fantasy, Contemporary"
3719,18.0,7.545454545454546,0.8201995322647243,11.0,11.0,11.0,10.0,1994.5454545454545,29.454545454545496,1.0,0.9090909090909092,18.0,2,"Fiction, Romance, Thrillers"
3757,,1.4,3.130495168499705,5.0,1.0,5.0,4.0,1997.75,26.25,0.2,0.8,34.0,4,"Children's Books, FICTION_FANTASY_GENERAL, KRYNN (IMAGINARY PLACE)_FICTION"
3761,,2.25,4.166190448976482,8.0,2.0,8.0,8.0,1999.0,25.0,0.25,1.0,34.0,4,"Biography & Autobiography, Fiction, Literary Figures"
3775,57.0,5.2,3.271085446759225,5.0,4.0,5.0,5.0,1998.4,25.59999999999991,0.8,1.0,57.0,1,"Fiction, Mystery & Detective, Humorous"
3814,,5.0,2.516611478423583,7.0,6.0,7.0,7.0,1998.0,26.0,0.8571428571428571,1.0,34.0,2,"Fiction, Historical, OZ (IMAGINARY PLACE)_FICTION"
3817,29.0,6.111111111111111,3.655285366576885,9.0,7.0,9.0,7.0,1992.125,31.875,0.7777777777777778,0.7777777777777778,29.0,0,"Fiction, Historical, Horror"
3827,23.0,5.867924528301887,4.104583441101388,53.0,37.0,53.0,34.0,1997.735849056604,26.26415094339632,0.6981132075471698,0.6415094339622641,23.0,0,"Fiction, Fantasy, Science Fiction"
3840,46.0,4.125,4.6186060385283385,24.0,11.0,24.0,22.0,2000.5416666666667,23.458333333333258,0.4583333333333333,0.9166666666666666,46.0,1,"Fiction, Romance, Contemporary"
3915,,0.0,0.0,6.0,0.0,6.0,4.0,1998.0,26.0,0.0,0.6666666666666666,34.0,4,"Humor, Form, Essays"
3917,25.0,7.428571428571429,1.34245960914949,14.0,14.0,14.0,12.0,1993.5384615384612,30.461538461538566,1.0,0.8571428571428571,25.0,2,"Fiction, Literary, Drama"
3923,,5.529411764705882,2.4778429898508385,17.0,15.0,17.0,11.0,1998.4,25.59999999999991,0.8823529411764706,0.6470588235294118,34.0,0,"Fiction, Fantasy, Juvenile Fiction"
3977,63.0,3.2857142857142856,4.191828786034631,7.0,3.0,7.0,7.0,1996.142857142857,27.85714285714289,0.4285714285714285,1.0,63.0,1,"Fiction, Historical, Civil War Era"
